codigo,nombre,parte_analizada,humedad,energia_kcal,energia_kj,proteina,lipidos,carb_totales,carb_disp,fibra,cenizas,calcio,hierro,sodio,fosforo,yodo,zinc,magnesio,potasio,tiamina,riboflavina,niacina,folatos,vit_b12,vit_c,vit_a_er,grasa_sat,grasa_mono,grasa_poli,colesterol,parte_comestible_pct
K008,,,,,,,,,,,,3.0,3.0,38.0,3.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,
K009,"Chocolate, en bolas, con panela",,6.2,419.0,1766.0,42.0,10.2,77.5,1.9,,,37.0,40.0,105.0,6.0,45.0,22.0,0.0,0.0,100.0,,,,,,,,,,,
K010,"Chocolate, en pastilla, con azúcar 3,1 |",,466.0,1958.0,3.6,16.6,75.5,1.2,,,,36.0,35.0,132.0,12.0,43.0,278.0,5.0,9.0,2.0,1.0,0.0,2.0,100.0,,,,,,,
K011,"Chocolate, en pastilla, con azúcar y leche |",,17.0,466.0,1960.0,75.0,158.0,734.0,16.0,,,,,,,,,,,,,,,,,,,,,,
K012,Chocolatina o chocolate de leche,,1.3,550.0,2296.0,5.5,31.8,60.0,59.2,0.8,1.4,159.0,16.0,63.0,210.0,300.0,10.0,55.0,371.0,27.0,34.0,8.0,11.0,71.0,0.0,54.0,100.0,,,,
K013,eS de,,4.0,438.0,1847.0,91.0,120.0,734.0,15.0,,,24.0,48.0,260.0,0.1,20.0,28.0,0.0,100.0,,,,,,,,,,,,
K014,,,,,,,,,,,,7.0,1.2,29.0,78.0,0.4,17.0,183.0,0.03,0.07,0.4,0.0,100.0,,,,,,,,
K015,"Dulce de coco, con almendras",,20.0,405.0,1717.0,19.0,17.0,99.0,9.6,33.0,4.0,32.0,6.0,33.0,55.0,432105.0,2.0,14.0,5.0,5.0,1.0,0.0,0.0,100.0,,,,,,,
K016,"Dulce de jengibre, cristalizado",,120.0,355.0,1506.0,0.4,0.5,87.0,86.8,0.2,0.1,113.0,31.0,260.0,179.0,1304.0,4.0,18.0,50.0,38.0,0.0,100.0,,,,,,,,,
K017,Dulce de lulo |,,64.0,385.0,1632.0,11.0,18.0,9.3,888.0,15.0,4.0,,,,,,,,,,,,,,,,,,,,
K018,"Gelatina con azúcar, en polvo",,16.0,392.0,1668.0,8.3,0.0,398.0,898.0,0.0,0.3,0.0,0.0,268.0,0.0,6.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,
K019,"Gelatina con azúcar, líquida",,83.1,67.0,286.0,14.0,0.0,154.0,15.4,0.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,,,,,,,,,
K020,,,,,,,,,,,,566.0,40.0,29.0,0.03,0.03,0.0,0.0,100.0,,,,,,,,,,,,
K021,"Goma de mascar, con azúcar",,26.0,390.0,1655.0,0.0,3.0,967.0,967.0,0.0,4.0,0.0,6.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,
K022,"Helado de agua, con azúcar",,89.0,44.0,185.0,0.0,0.0,10.9,10.9,0.0,0.1,0.0,0.1,7.0,0.0,0.2,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,
K023,Helado de crema,,628.0,196.0,822.0,32.0,103.0,228.0,228.0,0.0,9.0,100.0,1.0,61.0,120.0,320.0,4.0,13.0,183.0,4.0,26.0,0.1,5.0,47.0,0.0,72.0,100.0,,,,
K024,,,,,,,,,,,,5.0,2.0,17.0,18.0,0.1,5.0,53.0,4.0,5.0,4.0,0.13,0.0,5.0,100.0,,,,,,
K025,Manjar blanco,,15.9,330.0,1402.0,6.1,3.0,757.0,20.0,,,190.0,4.0,25.0,3.0,30.0,22.0,0.0,0.0,100.0,,,,,,,,,,,
K026,Manjar del Valle,,16.4,362.0,1530.0,7.1,7.3,67.0,2.2,,,242.0,5.0,201.0,0.05,35.0,4.0,0.0,3.0,100.0,,,,,,,,,,,
K027,Masmelos,,164.0,334.0,1421.0,18.0,2.0,813.0,81.2,0.1,0.3,3.0,2.0,47.0,8.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,,,,,,
K028,Melaza o miel negra,,240.0,264.0,1121.0,0.0,0.1,65.7,65.7,0.0,10.2,207.0,47.0,37.0,31.0,0.0,3.0,241.0,1462.0,4.0,0.0,9.0,0.0,0.0,100.0,,,,,,
K029,"Melocotón, en almibar",,79.3,85.0,361.0,0.0,0.1,204.0,19.1,13.0,2.0,3.0,3.0,6.0,1.0,15.0,1.0,5.0,95.0,1.0,2.0,6.0,4.0,0.0,3.0,17.0,100.0,,,,
L001,"| Achiote, seco",Semilla,3.1,392.0,1662.0,44.0,53.0,818.0,818.0,0.0,54.0,,,,,,,,,,,,,,,,,,,,
L004,,,,,,,,,,,,140.0,38.0,23.0,3.0,1.0,31.0,3501.0,0.0,136.0,28.1,0.0,0.0,100.0,,,,,,,
L007,,,,,,,,,,,,22.0,20720.0,228.0,2.0,51.0,424.0,29.0,24.0,33.0,32.0,1.0,100.0,,,,,,,,
L008,,,,,,,,,,,,80.0,36.0,17.0,220.0,23.0,29.0,186.0,432.0,4.0,4.0,11.0,6.0,28.0,2.0,100.0,,,,,
L010,"| Jengibre, crudo 98 | 391|1651| 90 42 723| 582 |",,141.0,48.0,,,,,,,,109.0,198.0,27.0,160.0,36.0,214.0,1320.0,5.0,18.0,96.0,13.0,0.0,18.0,93.0,,,,,,
L014,"| Polen, seco | 56 | 426 | 1797 225 58 638 494 |",,144.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L016,| Salsa de mostaza | 760) 107| 4499 36 33 141|,,109.0,32.0,30.0,,,,,,,76.0,18.0,1206.0,18.0,30.0,8.0,55.0,142.0,9.0,7.0,5.0,8.0,0.0,0.0,4.0,100.0,,,,
L017,' Salsa de tomate 708 | 109 463 13 03|,,250.0,242.0,8.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
N004,,,,,,,,,,,,5.0,9.0,860.0,169.0,70.0,20.0,18.0,19.0,73.0,22.0,43.0,5.0,47.0,0.0,0.0,29.0,33.0,11.0,58.0,100.0
N006,,,,,,,,,,,,128.0,0.1,62.0,112.0,48.0,0.6,15.0,204.0,0.07,0.25,0.1,16.0,0.3,1.0,10.0,0.8,0.3,0.0,6.0,100.0
O001,,,,,,,,,,,,18.0,1.3,2.0,7.0,6.0,58.0,554.0,12.0,5.0,0.0,0.0,0.0,,,,,,,,
O005,,,,,,,,,,,,13.0,28.0,82.0,180.0,50.0,40.0,15.0,385.0,0.11,49.0,38.0,5.0,113.0,0.0,0.0,7.0,10.0,2.0,57.0,100.0
O007,,,,,,,,,,,,25.0,7.0,35.0,0.03,3.0,0.1,100.0,,,,,,,,,,,,,
O008,,,,,,,,,,,,10.0,5.0,87.0,203.0,50.0,24.0,20.0,420.0,92.0,29.0,69.0,3.0,61.0,0.0,2.0,12.0,16.0,7.0,67.0,100.0
O016,,,,,,,,,,,,23.0,11.0,1.0,30.0,0.0,12.0,505.0,5.0,6.0,39.0,0.0,15.0,1.0,85.0,,,,,,
O018,,,,,,,,,,,,18.0,12.0,34.0,232.0,25.0,28.0,375.0,102.0,33.0,48.0,1.0,73.0,0.0,2.0,14.0,15.0,4.0,41.0,100.0,
O019,,,,,,,,,,,,36.0,15.0,5.0,20.0,12.0,33.0,244.0,36.0,12.0,22.0,65.0,0.0,33.0,51.0,40.0,,,,,
O024,,,,,,,,,,,,41.0,1.9,3.0,16.0,0.6,23.0,159.0,0.04,0.04,1.0,23.0,0.0,28.0,2.0,83.0,,,,,
O028,,,,,,,,,,,,40.0,13.0,15.0,62.0,110.0,8.0,10.0,130.0,0.0,38.0,25.0,0.0,0.0,0.0,0.0,331.0,320.0,137.0,26.0,100.0
O034,,,,,,,,,,,,14.0,4.0,0.0,28.0,0.0,1.0,7.0,172.0,5.0,4.0,0.0,5.0,0.0,23.0,17.0,94.0,,,,
O035,,,,,,,,,,,,20.0,5.0,0.0,4.0,3.0,0.0,15.0,50.0,,,,,,,,,,,,
O058,,,,,,,,,,,,9.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,
O064,,,,,,,,,,,,5.0,1.5,66.0,195.0,2.0,2.0,14.0,302.0,0.06,0.21,5.4,10.0,1.68,0.0,0.0,1.5,1.7,1.0,71.0,
O066,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,
O068,,,,,,,,,,,,3.0,6.0,4.0,3.0,0.0,82.0,32.0,89.0,,,,,,,,,,,,
O069,,,,,,,,,,,,12.0,0.9,73.0,132.0,5.9,1.3,19.0,170.0,5.0,0.09,5.9,5.0,0.31,0.0,4.0,4.5,6.3,3.4,71.0,
O074,,,,,,,,,,,,1.0,1.4,75.0,149.0,7.0,2.6,20.0,183.0,0.06,0.22,5.2,7.0,0.21,0.0,19.0,24.0,3.7,2.2,90.0,50.0
O082,,,,,,,,,,,,17.0,3.2,56.0,189.0,44.0,3.0,179.0,0.03,0.21,3.1,5.0,1.04,0.0,0.0,0.7,0.5,4.0,370.0,100.0,
O084,,,,,,,,,,,,4.0,0.7,38.0,0.2,0.04,0.04,0.6,0.0,15.0,16.0,50.0,,,,,,,,,
O085,,,,,,,,,,,,31.0,7.0,174.0,18.0,8.0,25.0,258.0,7.0,9.0,99.0,4.0,34.0,0.0,24.0,27.0,38.0,20.0,64.0,93.0,
O086,,,,,,,,,,,,11.0,1.0,53.0,260.0,7.0,0.9,25.0,252.0,0.09,0.12,9.6,5.0,0.34,0.0,6.0,1.0,1.2,0.6,86.0,100.0
O089,,,,,,,,,,,,222.0,42.0,18.0,277.0,0.0,61.0,,,,,,,,,,,,,,
O090,,,,,,,,,,,,26.0,7.0,4.0,288.0,15.0,3.0,40.0,270.0,10.0,3.0,5.0,7.0,0.0,22.0,10.0,84.0,,,,
O092,,,,,,,,,,,,11.0,14.0,279.0,1588.0,55.0,22.0,24.0,189.0,0.1,22.0,73.0,13.0,29.0,0.0,43.0,27.0,85.0,16.0,93.0,42.0
O094,,,,,,,,,,,,13.0,75.0,198.0,220.0,16.0,14.0,340.0,5.0,23.0,40.0,11.0,381.0,39.0,14.0,9.0,6.0,3.0,242.0,90.0,
O098,,,,,,,,,,,,8.0,15.0,58.0,174.0,100.0,35.0,19.0,267.0,9.0,16.0,32.0,6.0,222.0,0.0,0.0,69.0,62.0,1.0,63.0,100.0
P001,"Achira, sin cáscara, cocida, sin sal Raiz",,40.2,244.0,1035.0,234.0,0.2,544.0,485.0,59.0,18.0,,,,,,,,,,,,,,,,,,,,
P002,"Achira, sin cáscara, cruda Raiz",,84.4,58.0,248.0,0.9,0.2,130.0,125.0,0.5,1.5,26.0,8.0,53.0,677.0,4.0,1.0,3.0,0.0,0.0,2.0,65.0,,,,,,,,,
P003,"Ackee, crudo Pulpa sinsemillas",,720.0,153.0,637.0,29.0,90.0,150.0,1.1,,,30.0,7.0,31.0,37.0,0.0,6.0,38.0,270.0,3.0,7.0,6.0,41.0,0.0,30.0,,,,,,
P004,"Almidón de arracacha, crudo",,6.2,371.0,1576.0,0.5,0.5,910.0,90.5,0.5,1.9,0.0,100.0,,,,,,,,,,,,,,,,,,
P005,"Almidón de malanga, crudo 141 3UY",,8.0,1475.0,18.0,13.0,822.0,82.2,0.0,0.7,,,,,,,,,,,,,,,,,,,,,
P007,"Arazá, crudo Pulpa sinsemillas",,912.0,42.0,175.0,11.0,11.0,65.0,56.0,9.0,2.0,4.0,8.0,28.0,4.0,14.0,22.0,0.0,77.0,,,,,,,,,,,,
P008,,,,,,,,,,,,29.0,10.0,37.0,0.14,7.0,9.0,0.0,10.0,100.0,,,,,,,,,,,
P009,"Árbol del pan, crudo Pulpa sin semillas",,74.2,115.0,487.0,28.0,0.6,223.0,174.0,49.0,0.1,,,,,,,,,,,,,,,,,,,,
P010,"Árbol del pan, semilla, crudo",Semilla,478.0,242.0,1017.0,7.4,5.6,378.0,32.6,5.2,1.4,32.0,0.5,25.0,73.0,0.9,54.0,941.0,0.2,0.07,0.8,53.0,0.0,7.0,1.0,68.0,,,,,
P011,"Asaií, cocido, sin sal Pulpa sin semillas",,44.3,378.0,1566.0,46.0,259.0,224.0,238.0,186.0,28.0,,,,,,,,,,,,,,,,,,,,
P012,"Asaí, crudo Pulpa sin semillas",,443.0,385.0,1593.0,38.0,30.6,17.5,5.0,125.0,3.9,,,,,,,,,,,,,,,,,,,,
P013,"Asaí, deshidratado Pulpa sin semillas",,46.0,391.0,1659.0,0.1,14.0,939.0,927.0,11.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,
P014,"Asai, liofilizado Pulpa sin semillas",,2.6,691.0,2859.0,16.0,516.0,437.0,214.0,223.0,0.4,228.0,84.0,225.0,20.6,202.0,429.0,0.0,0.0,100.0,,,,,,,,,,,
P015,"Banano chiro, crudo '",Pulpa,682.0,126.0,535.0,15.0,1.0,289.0,269.0,20.0,13.0,,,,,,,,,,,,,,,,,,,,
P016,"Banano pacífico, crudo",Pulpa,71.2,112.0,475.0,1.1,0.2,26.4,1.1,,,6.0,4.0,22.0,0.04,4.0,6.0,0.0,15.0,90.0,65.0,,,,,,,,,,
P017,"Borojó, crudo ' Pulpa sin semillas 64.0 140 59%",,30.0,6.0,305.0,18.0,,,,,,51.0,59.0,2.0,15.0,38.0,464.0,30.0,12.0,23.0,3.0,60.0,,,,,,,,,
P018,,,,,,,,,,,,12.0,3.0,1.0,9.0,6.0,21.0,72.0,0.25,0.0,14.0,8.0,,,,,,,,,
P019,"Cacao silvestre, semilla, crudo",Semilla,32.0,604.0,2609.0,130.0,46.0,344.0,344.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,
P020,"Cactus, crudo",Tallo,96.9,8.0,34.0,0.5,0.1,1.1,0.8,0.3,1.3,0.4,32.0,199.0,0.0,,,,,,,,,,,,,,,,
P022,"Camu-camu, crudo Pulpa sin semillas 92,1 32|",,135.0,0.5,0.1,7.1,6.8,0.3,0.2,,,28.0,5.0,15.0,0.01,4.0,6.0,0.0,2125.0,58.0,,,,,,,,,,,
P023,"Carambolo, maduro, crudo Pulpa sin semillas",,95.2,25.0,104.0,4.0,1.0,42.0,14.0,28.0,2.0,28.0,1.0,84.0,1080.0,1.0,2.0,0.0,12.0,0.0,13.0,4.0,74.0,,,,,,,,
P024,"Carambolo, maduro, deshidratado Pulpa sin semillas 4.8 |",,379.0,1609.0,0.7,24.0,88.8,3.3,,,,34.0,2.8,1.0,24.0,1080.0,0.0,13.0,100.0,,,,,,,,,,,,
P025,"Carambolo, pintón, crudo Pulpa sin semillas",,95.1,25.0,105.0,4.0,1.0,4.2,1.4,28.0,0.2,,,,,,,,,,,,,,,,,,,,
P026,"Carambolo, pintón, deshidratado Pulpa sin semillas",,49.0,378.0,1603.0,0.7,2.2,88.8,3.4,,,20.0,27.0,0.0,92.0,1165.0,0.0,17.0,100.0,,,,,,,,,,,,
P027,"Carambolo, verde, crudo Pulpa sin semillas",,95.2,24.0,102.0,3.0,1.0,41.0,13.0,28.0,2.0,32.0,37.0,1.0,94.0,1170.0,2.0,2.0,4.0,12.0,0.0,14.0,4.0,76.0,,,,,,,
P028,"Carambolo, verde, deshidratado Pulpa sin semillas",,48.0,375.0,159.0,0.7,1.7,89.3,3.5,,,32.0,3.7,1.0,1170.0,0.0,14.0,100.0,,,,,,,,,,,,,
P029,,,,,,,,,,,,39.0,11.0,90.0,60.0,10.0,5.0,46.0,375.0,1.0,4.0,4.0,68.0,0.0,4.0,3.0,85.0,,,,
P030,"Cardón Guajiro, asado, sin sal",Tallo,94.5,22.0,92.0,0.8,0.1,3.2,0.7,2.5,1.3,59.0,2.0,6.0,491.0,0.0,6.0,100.0,,,,,,,,,,,,,
P031,"Carurú, cocido, sin sal",Hoja,907.0,44.0,185.0,27.0,6.0,52.0,15.0,37.0,9.0,9.0,12.0,1.0,15.0,1.0,3.0,25.0,152.0,6.0,2.0,0.0,0.0,0.0,100.0,,,,,,
P032,"Carurú, crudo",Hoja,90.7,39.0,164.0,2.6,0.3,4.8,1.6,3.2,1.6,13.0,1.0,26.0,0.0,5.0,52.0,358.0,5.0,2.0,0.0,0.0,5.0,1.0,100.0,,,,,,
P033,"Casabe de yuca, asado, con sal",,137.0,341.0,1451.0,16.0,2.0,833.0,12.0,,,,,,,,,,,,,,,,,,,,,,
P034,"Cedro macho, crudo Pulpa sin semillas",,83.4,68.0,289.0,0.7,0.1,154.0,14.0,1.4,0.4,,,,,,,,,,,,,,,,,,,,
P035,"Champa, cruda Pulpa sin semillas",,80.5,77.0,327.0,4.0,1.0,186.0,4.0,,,21.0,8.0,12.0,13.0,0.1,12.0,192.0,2.0,2.0,2.0,14.0,0.0,13.0,5.0,80.0,,,,,
P036,"Chicozapote, crudo Pulpa sin semillas",,780.0,102.0,431.0,0.6,11.0,199.0,146.0,5.3,0.4,,,,,,,,,,,,,,,,,,,,
P037,,,,,,,,,,,,22.0,9.0,0.0,0.0,20.0,3.0,6.0,0.0,0.0,100.0,,,,,,,,,,
P038,,,,,,,,,,,,4.0,30.0,165.0,7.0,26.0,0.0,27.0,77.0,,,,,,,,,,,,
P039,"Chupa, cruda Pulpa sin semillas",,534.0,231.0,968.0,44.0,100.0,308.0,14.0,,,38.0,10.0,83.0,19.0,5.0,10.0,0.0,5.0,3260.0,70.0,,,,,,,,,,
P040,"Ciruela joba, cruda Pulpa sin semilla 82,1 714 Y",,0.7,0.1,16.2,13.9,2.3,0.8,,,,,,,,,,,,,,,,,,,,,,,
P041,"Cocona, cruda Pulpa sin semillas",,79.0,85.0,359.0,7.0,1.0,195.0,179.0,16.0,7.0,,,,,,,,,,,,,,,,,,,,
P042,"Coconilla, cocida, sin sal Pulpa sin semillas",,80.8,78.0,331.0,1.9,0.7,147.0,11.6,3.1,2.0,45.0,7.0,0.0,38.0,2.0,45.0,8.0,0.0,0.0,34.0,,,,,,,,,,
P043,"Coconilla, cruda ' Pulpa sin semillas",,80.8,92.0,388.0,22.0,9.0,149.0,72.0,77.0,11.0,,,,,,,,,,,,,,,,,,,,
P044,"| Concha de caimán, cruda",Pulpa,743.0,105.0,445.0,43.0,2.0,191.0,139.0,52.0,22.0,,,,,,,,,,,,,,,,,,,,
P045,"Copoazú, crudo Pulpa sin semillas",,89.0,50.0,211.0,1.2,10.0,75.0,45.0,3.1,1.2,50.0,5.0,3.0,21.0,3.0,18.0,331.0,37.0,4.0,43.0,0.0,23.0,62.0,,,,,,,
P046,,,,,,,,,,,,20.0,10.0,40.0,0.12,5.0,10.0,0.0,5.0,50.0,,,,,,,,,,,
P047,"- Cucurito, cocido, sin sal ' Pulpasin semillas",,45.5,337.0,1402.0,29.0,204.0,294.0,169.0,125.0,18.0,,,,,,,,,,,,,,,,,,,,
P048,"Cucurito, crudo Pulpa sin semillas",,45.5,334.0,1387.0,26.0,194.0,30.6,174.0,13.2,1.9,25.0,12.0,2.0,72.0,4.0,8.0,28.0,808.0,38.0,14.0,8.0,60.0,0.0,1.0,30.0,,,,,
P049,"Cucurito, semilla, cocido, sin sal",Semilla,438.0,425.0,1753.0,41.0,36.1,139.0,0.0,139.0,2.1,49.0,19.0,0.0,326.0,6.0,13.0,99.0,430.0,0.05,50.0,0.0,19.0,,,,,,,,
P050,"Cucurito, semilla, crudo",Semilla,438.0,376.0,1560.0,54.0,236.0,25.2,44.0,20.8,2.0,67.0,28.0,11.0,412.0,7.0,17.0,123.0,541.0,0.08,80.0,0.0,1.0,16.0,,,,,,,
P051,"Ductú simple, sin cáscara, cocido, sin sal Médula 78,3 9%",,3907.0,8.0,1.0,202.0,158.0,44.0,6.0,,,16.0,4.0,5.0,2.0,3.0,24.0,201.0,8.0,5.0,10.0,0.0,69.0,,,,,,,,
P052,"Ductú simple, sin cáscara, crudo Médula",,78.2,93.0,393.0,9.0,0.1,201.0,160.0,40.0,0.7,21.0,5.0,0.0,6.0,2.0,4.0,37.0,258.0,5.0,2.0,20.0,0.0,1.0,38.0,,,,,,
P053,Dulce de borojó,,74.0,383.0,1624.0,9.0,22.0,89.1,877.0,14.0,3.0,,,,,,,,,,,,,,,,,,,,
P054,,,,,,,,,,,,58.0,26.0,54.0,84.0,0.0,,,,,,,,,,,,,,,
P055,"Emi, crudo Pulpa sin semillas",,70.2,143.0,600.0,26.0,1.0,264.0,133.0,13.1,8.0,76.0,6.0,7.0,260.0,0.0,,,,,,,,,,,,,,,
P056,"Guáimaro o ramón, cocido, sin sal Pulpa sin semillas 596 168 | qu 6,7 2,2 29,3 |",,27.0,2.3,2.2,,,,,,,48.0,13.0,7.0,929.0,0.0,100.0,,,,,,,,,,,,,,
P057,"Guayaba de morrocoy, cruda Pulpa sin semillas",,91.1,42.0,177.0,13.0,2.0,69.0,28.0,4.1,0.6,33.0,3.0,12.0,238.0,0.0,,,,,,,,,,,,,,,
P058,"Harina de achira, cruda",,94.0,361.0,1535.0,0.2,0.0,90.1,0.3,,,,,,,,,,,,,,,,,,,,,,
P059,"Harina de semillas de calabazo o totumo, cruda",,5.6,605.0,2509.0,27.7,488.0,129.0,11.2,17.0,50.0,,,,,,,,,,,,,,,,,,,,
P060,,,,,,,,,,,,9.0,11.0,1.0,42.0,4.0,37.0,439.0,11.0,6.0,16.0,59.0,0.0,0.0,17.0,100.0,,,,,
P061,"Iguaraya, cruda Pulpa sin semillas",,384.5,72.0,304.0,10.0,4.0,135.0,81.0,54.0,0.56,22.0,5.0,1.0,2.0,5.0,15.0,6.0,20.0,270.0,6.0,2.0,6.0,7.0,0.0,18.0,2.0,84.0,,,
P062,Jute de papa criolla,,68.3,123.0,524.0,2.3,0.0,28.5,0.9,,,17.0,16.0,59.0,0.0,1.0,1.0,30.0,2.0,0.0,0.0,100.0,,,,,,,,,
P063,"Majua o cubio, con cáscara, crudo Médula y corteza",,67.8,135.0,572.0,58.0,24.0,226.0,1.4,,,12.0,10.0,20.0,67.0,0.4,0.0,0.0,10.0,7.0,13.0,0.0,11.0,95.0,,,,,,,
P064,"Malanga, sin cáscara, cruda Raiz/Cormo",,71.3,120.0,506.0,1.5,0.3,258.0,21.7,4.11,1.1,43.0,6.0,11.0,65.0,2.0,33.0,554.0,9.0,3.0,6.0,22.0,0.0,5.0,4.0,69.0,,,,,
P065,"Mamo, crudo 79,0 82 yu",,12.0,4.0,185.0,0.9,,,,,,13.0,9.0,12.0,36.0,0.0,,,,,,,,,,,,,,,
P066,"Maputo, crudo",,28.0,304.0,1286.0,6.4,43.0,59.9,1.4,,,54.0,38.0,18.0,219.0,101.0,0.0,,,,,,,,,,,,,,
P067,"Milpesos, cocida, sin sal Pulpa sin semillas",,50.6,319.0,1324.0,33.0,237.0,194.0,1.83,77.0,30.0,,,,,,,,,,,,,,,,,,,,
P068,"Milpesos, cruda Pulpa sin semillas",,40.8,403.0,1671.0,32.0,294.0,247.0,112.0,1314.0,1.8,51.0,21.0,2.0,41.0,0.0,13.0,83.0,1.0,2.09,390.0,0.0,0.0,35.0,,,,,,,
P069,"Moriche, crudo Pulpa sin semillas",,599.0,2906.0,1224.0,23.0,25.1,118.0,49.0,70.0,9.0,7.0,0.8,12.0,27.0,17.0,20.0,232.0,12.0,17.0,3.0,0.0,23.0,,,,,,,,
P070,"Níspero del Japón, crudo Pulpa sin semillas",,88.0,51.0,217.0,4.0,2.0,110.0,90.0,20.0,4.0,24.0,0.3,1.0,14.0,1.0,0.0,12.0,266.0,0.03,0.05,0.3,14.0,0.0,2.0,79.0,65.0,,,,
P071,,,,,,,,,,,,50.0,27.0,8.0,927.0,4.0,0.0,100.0,,,,,,,,,,,,,
P072,"Ñame, con cáscara, crudo Médula y corteza",,5689.0,131.0,554.0,22.0,4.0,276.0,235.0,4.1,0.9,7.0,41.0,0.2,0.14,3.0,3.0,0.0,6.0,7.0,100.0,,,,,,,,,,
P073,"Ñame, sin cáscara, cocido Médula",,70.1,125.0,530.0,15.0,0.1,276.0,237.0,39.0,0.7,14.0,5.0,49.0,2.0,18.0,670.0,0.0,2.0,6.0,16.0,0.0,12.0,0.0,100.0,,,,,,
P074,"Ñame, sin cáscara, crudo Médula",,71.1,121.0,512.0,2.0,0.2,259.0,21.8,4.1,0.9,16.0,0.5,9.0,55.0,0.2,21.0,816.0,0.12,0.03,0.6,23.0,0.0,13.0,7.0,5.0,,,,,
P075,"Oca oibía, con cáscara, cruda - Médula y corteza",,846.0,77.0,322.0,1.1,1.0,133.0,41.0,92.0,9.0,,,,,,,,,,,,,,,,,,,,
P076,"Oca oibia, sin cáscara, cruda Médula",,87.2,52.0,220.0,14.0,4.0,10.7,0.3,,,7.0,0.0,0.1,0.0,0.0,0.0,382.0,95.0,,,,,,,,,,,,
P077,"Olloco o chugua, con cáscara, cruda Médula y corteza",,87.7,50.0,211.0,14.0,5.0,97.0,94.0,3.0,6.0,15.0,7.0,577.0,4.0,3.0,0.0,0.0,20.0,100.0,,,,,,,,,,,
P078,"Olloco o chugua, sin cáscara, cruda Médula y corteza",,84.1,60.0,257.0,15.0,0.0,136.0,0.8,,,3.0,11.0,11.0,28.0,0.3,0.05,3.0,2.0,0.0,11.0,865.0,,,,,,,,,
P079,"Ortiga, cruda",Tallo,87.7,60.0,253.0,7.0,0.0,108.0,39.0,69.0,8.0,14.0,2.0,4.0,7.0,3.0,57.0,137.0,1.0,16.0,4.0,14.0,0.0,101.0,,,,,,,
P080,"Paja toquilla, cruda Hojas",,905.0,42.0,176.0,34.0,20.0,26.0,1.5,,,,,,,,,,,,,,,,,,,,,,
P081,,,,,,,,,,,,18.0,3.0,38.0,30.0,0.0,2.0,3.0,2.0,0.0,,,,,,,,,,,
P082,,,,,,,,,,,,15.0,35.0,15.0,36.0,0.0,,,,,,,,,,,,,,,
P083,"Piña india, cruda",Pulpa,871.0,54.0,229.0,5.0,2.0,120.0,107.0,13.0,3.0,,,,,,,,,,,,,,,,,,,,
P084,"Piña uva hartón, cruda",Pulpa,77.6,82.0,350.0,3.6,0.1,16.7,2.0,,,,,,,,,,,,,,,,,,,,,,
P085,"Sacha inchi, cruda Nuez",,5.2,667.0,2758.0,15.8,60.2,15.5,3.4,,,0.0,100.0,,,,,,,,,,,,,,,,,,
P086,"Termita, cocida, con sal",,42.0,237.0,998.0,33.1,13.0,16.0,15.0,14.4,5.5,44.0,922.0,1264.0,408.0,4.0,57.0,66.0,477.0,0.11,0.0,0.01,100.0,,,,,,,,
P087,"Termita, cruda",,44.2,247.0,1040.0,350.0,6.0,176.0,22.0,154.0,256.0,50.0,821.0,29.0,366.0,7.0,63.0,78.0,652.0,0.04,0.0,60.0,0.0,100.0,,,,,,,
P088,"Trigo amazónico, crudo",Semilla,148.0,344.0,1450.0,11.4,1.7,70.7,1.3,,,12.0,11.0,12.0,3.1,107.0,371.0,0.0,100.0,,,,,,,,,,,,
P090,"Tuna, cruda Pulpa sin semillas",,83.7,72.0,304.0,1.2,0.2,13.9,8.9,5.0,1.0,,,,,,,,,,,,,,,,,,,,
P091,,,,,,,,,,,,13.0,16.0,32.0,27.0,2718.0,15.0,3.0,16.0,0.0,65.0,100.0,,,,,,,,,
P094,"| Yuca brava, sin cáscara, cruda Pulpa 624 147 624 05 0,1 |",,36.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R004,"| Bienestarina MásW, precocida, en polvo, sabor natural | 90 354/1498 210  30| 60,0 587 |",,13.0,7.0,,,,,,,,800.0,105.0,67.0,600.0,10.5,123.0,100.0,123.0,382.0,233.0,45.0,116.0,15.0,6.0,7.0,100.0,,,,
R006,,,,,,,,,,,,125.0,15.0,75.0,100.0,15.0,0.15,20.0,22.0,48.0,35.0,15.0,50.0,100.0,,,,,,,
